participant_id,TRIAL_INDEX,image_id,voice_id,aoi_type,CURRENT_FIX_X,CURRENT_FIX_Y,distance_from_center,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_INTEREST_AREA_LABEL
edf13,21,IMG_09,ACT,subject,1043.5,397.3,144.18117075402043,7920,144,s_boy_boy_filled_bucket
edf13,22,IMG_16,PWA,object,947.2,725.0,226.38491557522116,5878,484,o_dog_girl_fed_dog
edf13,23,IMG_14,PWA,subject,797.1,439.5,155.60157454216198,6164,104,s_driver_driver_wash_scooter
edf13,24,IMG_07,PWA,object,1054.5,476.3,115.68928213106,5860,184,o_picture_artiste_drew_picture
edf13,25,IMG_03,PNA,object,678.9,539.0,265.1801274605622,6044,172,o_tree_girl_plant_tree
edf13,26,IMG_12,PNA,subject,1046.4,431.9,124.78541581450943,5890,146,s_child_child_throw_frisbee
edf13,27,IMG_08,PNA,subject,800.4,441.9,151.63970456315195,6334,112,s_boy_boy_broke_vase
edf13,28,IMG_05,ACT,object,1101.1,444.4,169.05768246370815,6578,194,o_box_man_pushed_box
edf13,29,IMG_04,ACT,object,787.5,513.0,154.16465223909145,5588,230,o_shrub_man_cut_shrub
edf13,30,IMG_02,ACT,object,1077.6,548.4,145.3604141436037,5512,874,o_window_girl_opened_window
edf13,31,IMG_13,PWA,object,967.4,747.6,250.29616457309132,5800,196,o_hole_dog_dug_hole
edf13,32,IMG_18,PWA,object,921.1,794.6,296.5684069485487,5484,164,o_veg_boy_cut_vegetables
edf13,34,IMG_06,PNA,object,1033.8,561.8,112.22054179159886,5806,4992,o_clothes_woman_folded_clothes
edf13,35,IMG_17,PNA,subject,964.7,368.6,132.24106775128516,6460,204,s_woman_woman_read_letter
edf13,36,IMG_01,PNA,subject,1022.3,378.9,144.7816632035977,5418,158,s_girl_girl_lit_lamp
edf14,19,IMG_11,PWA,subject,983.6,346.2,158.3382771158004,6186,214,s_child_child_play_tabla
edf14,20,IMG_10,PWA,subject,832.1,711.4,238.95710912211837,6028,30,s_boy_boy_opened_door
edf14,21,IMG_09,PWA,object,920.2,596.7,100.18303249552795,5704,304,o_bucket_boy_filled_bucket
edf14,22,IMG_16,PNA,object,964.4,704.3,206.92733023938618,6286,890,o_dog_girl_fed_dog
edf14,23,IMG_14,PNA,object,1000.9,587.2,106.86561654713834,5654,218,o_scooter_driver_wash_scooter
edf14,24,IMG_07,PNA,object,1048.9,505.7,108.12682368404252,5560,176,o_picture_artiste_drew_picture
edf14,25,IMG_03,ACT,object,798.1,680.8,231.4753118585219,6264,178,o_tree_girl_plant_tree
edf14,26,IMG_12,ACT,object,798.5,344.7,209.81479928737153,5628,210,o_frisbee_child_throw_frisbee
edf14,27,IMG_08,ACT,subject,778.9,437.0,173.44538045159925,5488,142,s_boy_boy_broke_vase
edf14,28,IMG_05,PWA,subject,923.6,370.2,129.67270337276076,5836,224,s_man_man_pushed_box
edf14,29,IMG_04,PWA,object,769.7,466.9,174.22666271268582,5698,544,o_shrub_man_cut_shrub
edf14,30,IMG_02,PWA,object,1092.7,506.8,151.91609526314193,5660,208,o_window_girl_opened_window
edf14,31,IMG_13,PNA,subject,698.9,610.2,266.5420417119971,6368,140,s_dog_dog_dug_hole
edf14,32,IMG_18,PNA,object,895.8,792.8,297.5531045040532,5516,162,o_veg_boy_cut_vegetables
edf14,33,IMG_15,PNA,subject,839.8,502.1,101.25709851659788,5574,224,.
edf14,34,IMG_06,ACT,object,946.8,694.3,195.68597292601223,5896,266,o_clothes_woman_folded_clothes
edf14,35,IMG_17,ACT,object,1036.4,620.9,155.02902953963175,5596,190,o_letter_woman_read_letter
edf14,36,IMG_01,ACT,object,766.7,566.6,187.0585469846272,5482,206,o_lamp_girl_light_lamp
edf15,19,IMG_11,PNA,object,794.3,566.1,161.4424045906156,6256,240,o_tabla_child_play_tabla
edf15,20,IMG_10,PNA,object,1001.8,413.0,105.07678145051833,5748,178,o_door_boy_opened_door
edf15,21,IMG_09,PNA,subject,1038.2,304.3,217.34580741297958,6570,218,s_boy_boy_filled_bucket
edf15,22,IMG_16,ACT,object,927.1,687.1,188.9120694926611,5866,164,o_dog_girl_fed_dog
edf15,23,IMG_14,ACT,object,906.5,359.0,143.8969770356556,6306,194,o_scooter_driver_wash_scooter
edf15,24,IMG_07,ACT,object,1051.7,425.6,132.6578305265091,5448,192,o_picture_artiste_drew_picture
edf15,25,IMG_03,PWA,object,716.3,477.1,225.7357968953972,5496,122,o_tree_girl_plant_tree
edf15,26,IMG_12,PWA,subject,1049.4,340.2,192.0229413377475,5588,166,s_child_child_throw_frisbee
edf15,27,IMG_08,PWA,subject,823.0,421.6,140.95534753956656,5873,169,s_boy_boy_broke_vase
edf15,28,IMG_05,PNA,object,1112.4,385.1,205.62811091871663,5870,180,o_box_man_pushed_box
edf15,29,IMG_04,PNA,object,848.4,375.8,153.88037561690575,5644,188,o_shrub_man_cut_shrub
edf15,30,IMG_02,PNA,subject,935.1,383.2,115.65059446453355,5998,166,s_girl_girl_opened_window
edf15,31,IMG_13,ACT,subject,1045.6,661.2,193.25478001850306,5878,202,.
edf15,32,IMG_18,ACT,object,922.7,736.6,238.60280803041698,5662,158,o_veg_boy_cut_vegetables
edf15,33,IMG_15,ACT,subject,878.5,364.2,148.31217077502438,5922,140,s_girl_girl_baked_cake
edf15,34,IMG_06,PWA,object,898.3,629.1,137.21315534597989,5808,124,o_clothes_woman_folded_clothes
edf15,35,IMG_17,PWA,object,1021.4,586.4,118.9766783869847,6064,152,o_letter_woman_read_letter
edf15,36,IMG_01,PWA,object,753.8,506.6,187.36661922551738,6002,164,o_lamp_girl_light_lamp
edf16,19,IMG_11,ACT,object,826.0,577.7,139.5206077968413,5490,134,o_tabla_child_play_tabla
edf16,20,IMG_10,ACT,subject,889.7,408.8,103.50700459389206,5942,1188,s_boy_boy_opened_door
edf16,22,IMG_16,PWA,object,985.5,631.6,140.1522743304582,6056,136,o_dog_girl_fed_dog
edf16,23,IMG_14,PWA,subject,780.1,160.4,374.61406807539936,6068,424,s_driver_driver_wash_scooter
edf16,24,IMG_07,PWA,subject,843.6,359.1,170.22021031593158,9780,390,s_artiste_artiste_drew_picture
edf16,25,IMG_03,PNA,object,643.9,584.1,309.1303446768046,6560,258,o_tree_girl_plant_tree
edf16,26,IMG_12,PNA,subject,1073.5,331.1,213.64926866245057,6586,184,s_child_child_throw_frisbee
edf16,27,IMG_08,PNA,subject,806.9,380.2,178.95546932128116,10590,138,s_boy_boy_broke_vase
edf16,28,IMG_05,ACT,object,1116.3,438.9,185.21914047959513,6556,512,o_box_man_pushed_box
edf16,29,IMG_04,ACT,object,838.9,388.5,150.22799339670354,5460,454,o_shrub_man_cut_shrub
edf16,30,IMG_02,ACT,object,1029.3,403.2,130.06590637057812,6314,190,o_window_girl_opened_window
edf16,31,IMG_13,PWA,object,1075.3,704.0,245.32545730111252,5870,228,o_hole_dog_dug_hole
edf16,32,IMG_18,PWA,subject,964.8,326.7,173.63882054425503,6072,280,s_boy_boy_cut_vegetables
edf16,33,IMG_15,PWA,subject,918.3,334.5,165.76166625610398,6018,1068,s_girl_girl_baked_cake
edf16,34,IMG_06,PNA,subject,982.9,307.4,195.83487942652096,5920,398,s_woman_woman_folded_clothes
edf16,35,IMG_17,PNA,subject,968.1,350.8,150.36229580583023,6136,406,s_woman_woman_read_letter
edf16,36,IMG_01,PNA,object,807.9,511.6,133.723670305597,6124,162,o_lamp_girl_light_lamp
edf17,19,IMG_11,PWA,object,787.1,567.1,168.41546841071337,5616,170,o_tabla_child_play_tabla
edf17,20,IMG_10,PWA,subject,892.2,394.0,115.51419826151239,7226,308,s_boy_boy_opened_door
edf17,21,IMG_09,PWA,subject,1053.9,344.8,190.87068921130873,5994,298,s_boy_boy_filled_bucket
edf17,22,IMG_16,PNA,subject,793.9,394.3,180.38228848753417,6410,338,s_girl_girl_fed_dog
edf17,23,IMG_14,PNA,subject,761.7,194.2,353.3677121639723,5796,776,s_driver_driver_wash_scooter
edf17,24,IMG_07,PNA,subject,721.4,281.5,308.86890422961,5770,140,s_artiste_artiste_drew_picture
edf17,25,IMG_03,ACT,object,692.5,736.9,344.2259287154296,6054,470,o_tree_girl_plant_tree
edf17,26,IMG_12,ACT,subject,1117.8,416.6,194.93242418848635,5728,124,s_child_child_throw_frisbee
edf17,27,IMG_08,ACT,subject,725.2,387.9,242.5825220414694,5622,322,s_boy_boy_broke_vase
edf17,28,IMG_05,PWA,subject,824.8,482.8,117.28277793435834,5822,178,s_man_man_pushed_box
edf17,29,IMG_04,PWA,object,776.6,479.8,165.4828389894251,6312,270,o_shrub_man_cut_shrub
edf17,30,IMG_02,PWA,subject,881.4,414.7,102.99592224937841,5586,530,s_girl_girl_opened_window
edf17,31,IMG_13,PNA,object,1096.6,698.8,253.47853952553845,6006,370,o_hole_dog_dug_hole
edf17,32,IMG_18,PNA,subject,887.8,644.6,155.29665160588627,6070,114,.
edf17,33,IMG_15,PNA,object,886.0,609.8,123.96858473016457,6118,182,o_cake_girl_baked_cake
edf17,34,IMG_06,ACT,object,890.1,588.7,103.39637324393931,5756,294,o_clothes_woman_folded_clothes
edf17,35,IMG_17,ACT,subject,957.7,363.1,136.62448536042137,6218,962,s_woman_woman_read_letter
edf17,36,IMG_01,ACT,object,749.6,503.7,191.465297116736,5472,336,o_lamp_girl_light_lamp
edf18,19,IMG_11,PNA,object,755.7,553.7,193.29017046916792,6388,326,o_tabla_child_play_tabla
edf18,20,IMG_10,PNA,subject,859.4,422.8,111.44222718521019,6158,142,s_boy_boy_opened_door
edf18,21,IMG_09,PNA,subject,997.9,381.3,130.46214010202343,6134,714,s_boy_boy_filled_bucket
edf18,22,IMG_16,ACT,subject,782.6,474.9,160.17802595861892,5732,116,s_girl_girl_fed_dog
edf18,23,IMG_14,ACT,object,926.1,391.1,108.62674624603277,5476,474,o_scooter_driver_wash_scooter
edf18,24,IMG_07,ACT,object,1045.5,481.8,105.85773471976434,5648,168,o_picture_artiste_drew_picture
edf18,25,IMG_03,PWA,object,654.6,509.4,286.59980809484153,5782,180,o_tree_girl_plant_tree
edf18,26,IMG_12,PWA,subject,902.7,346.6,156.84801560746627,5654,110,.
edf18,27,IMG_08,PWA,subject,713.8,391.2,251.3485428642864,6138,410,s_boy_boy_broke_vase
edf18,28,IMG_05,PNA,object,1117.0,380.2,212.17504565806036,6698,390,o_box_man_pushed_box
edf18,29,IMG_04,PNA,object,779.5,502.0,161.53371165177873,6268,200,o_shrub_man_cut_shrub
edf18,30,IMG_02,PNA,object,1084.8,344.1,211.1388168954254,5934,596,o_window_girl_opened_window
edf18,31,IMG_13,ACT,object,1076.6,723.6,262.6163932430723,5896,248,o_hole_dog_dug_hole
edf18,32,IMG_18,ACT,object,907.3,818.7,321.76962255626313,6194,826,o_veg_boy_cut_vegetables
edf18,33,IMG_15,ACT,subject,849.6,562.3,111.35043780785054,6230,154,.
edf18,34,IMG_06,PWA,subject,960.1,349.9,150.020831886775,5562,1088,s_woman_woman_folded_clothes
edf18,35,IMG_17,PWA,subject,960.3,387.0,113.35510575179221,6696,224,s_woman_woman_read_letter
edf18,36,IMG_01,PWA,object,757.5,526.3,185.5640320751842,6280,184,o_lamp_girl_light_lamp
edf19,19,IMG_11,ACT,subject,979.3,604.6,112.6130543054401,6061,147,.
edf19,20,IMG_10,ACT,object,945.4,603.2,104.59259055975244,5788,288,o_door_boy_opened_door
edf19,21,IMG_09,ACT,object,968.0,631.0,135.02699730053988,5606,268,o_bucket_boy_filled_bucket
edf19,22,IMG_16,PWA,object,966.4,613.3,117.38108876646183,6049,161,o_dog_girl_fed_dog
edf19,23,IMG_14,PWA,object,942.5,606.0,107.31048411036082,5269,101,o_scooter_driver_wash_scooter
edf19,24,IMG_07,PWA,object,1032.6,799.3,314.2465910714068,5298,28,o_picture_artiste_drew_picture
edf19,25,IMG_03,PNA,object,726.0,649.9,262.84299496087016,5658,396,o_tree_girl_plant_tree
edf19,26,IMG_12,PNA,subject,968.5,600.0,104.96637556856005,5413,181,.
edf19,27,IMG_08,PNA,object,911.7,644.2,148.42082064184936,5199,259,o_vase_boy_broke_vase
edf19,28,IMG_05,ACT,subject,984.1,603.9,113.68663070035984,6163,157,.
edf19,29,IMG_04,ACT,subject,951.3,613.8,115.55994115609435,5555,233,s_man_man_cut_shrub
edf19,30,IMG_02,ACT,subject,990.9,624.8,135.6142322914523,5812,300,.
edf19,31,IMG_13,PWA,object,1123.8,786.1,340.6091601821654,6228,614,o_hole_dog_dug_hole
edf19,32,IMG_18,PWA,object,955.6,700.4,202.2277181792842,6448,216,o_veg_boy_cut_vegetables
edf19,33,IMG_15,PWA,subject,633.4,362.3,336.48583922655644,5516,188,.
edf19,34,IMG_06,PNA,object,969.3,627.8,132.1654266440357,6079,157,o_clothes_woman_folded_clothes
edf19,35,IMG_17,PNA,subject,877.1,582.2,105.14494757238698,5394,214,.
edf19,36,IMG_01,PNA,subject,910.1,393.2,109.93206993411886,5646,118,.
edf20,19,IMG_11,PWA,object,757.3,601.2,210.36145084116535,5968,270,o_tabla_child_play_tabla
edf20,20,IMG_10,PWA,object,1116.2,418.6,192.64228507780948,5754,162,o_door_boy_opened_door
edf20,21,IMG_09,PWA,object,968.2,601.8,106.6276230626942,5654,228,o_bucket_boy_filled_bucket
edf20,22,IMG_16,PNA,object,939.1,685.8,187.10964699875842,5454,390,o_dog_girl_fed_dog
edf20,23,IMG_14,PNA,object,1019.8,372.9,148.4421772947298,6078,294,o_scooter_driver_wash_scooter
edf20,24,IMG_07,PNA,object,996.5,411.4,103.44824793103072,6060,254,o_picture_artiste_drew_picture
edf20,25,IMG_03,ACT,object,784.3,579.6,176.3510703114671,5862,156,o_tree_girl_plant_tree
edf20,26,IMG_12,ACT,object,818.7,336.6,203.06082832491344,6222,162,o_frisbee_child_throw_frisbee
edf20,27,IMG_08,ACT,subject,747.7,396.2,218.7947439953711,5808,112,s_boy_boy_broke_vase
edf20,28,IMG_05,PWA,object,1052.4,383.8,160.03740187843596,5826,182,o_box_man_pushed_box
edf20,29,IMG_04,PWA,object,788.3,531.9,156.26749502055767,6112,148,o_shrub_man_cut_shrub
edf20,30,IMG_02,PWA,object,1218.8,415.3,290.04896138410834,5941,645,o_window_girl_opened_window
edf20,31,IMG_13,PNA,object,1106.6,726.4,281.5504395308236,5712,646,o_hole_dog_dug_hole
edf20,32,IMG_18,PNA,object,915.6,842.8,345.0361865080241,5712,712,o_veg_boy_cut_vegetables
edf20,33,IMG_15,PNA,subject,865.2,373.4,146.44360689357524,6304,382,s_girl_girl_baked_cake
edf20,34,IMG_06,ACT,object,877.2,747.4,256.75305256218473,5876,494,o_clothes_woman_folded_clothes
edf20,35,IMG_17,ACT,object,1038.3,591.7,134.59676816328096,5950,232,o_letter_woman_read_letter
edf20,36,IMG_01,ACT,object,746.6,566.2,205.78534933274526,5422,242,o_lamp_girl_light_lamp
edf21,19,IMG_11,PNA,object,805.2,541.0,142.2354737750045,6496,182,o_tabla_child_play_tabla
edf21,20,IMG_10,PNA,subject,868.4,404.6,118.8510412238782,6666,378,s_boy_boy_opened_door
edf21,21,IMG_09,PNA,subject,1029.4,338.1,183.32190267395765,7310,174,s_boy_boy_filled_bucket
edf21,22,IMG_16,ACT,object,947.3,660.3,161.72275659288024,5576,182,o_dog_girl_fed_dog
edf21,23,IMG_14,ACT,object,1133.2,562.5,202.51241937224498,6394,528,o_scooter_driver_wash_scooter
edf21,24,IMG_07,ACT,object,1064.6,377.2,173.3182333166363,5452,140,o_picture_artiste_drew_picture
edf21,25,IMG_03,PWA,object,706.7,590.0,251.4600962379518,6638,146,o_tree_girl_plant_tree
edf21,26,IMG_12,PWA,subject,1079.8,411.5,163.91851634272433,5510,168,s_child_child_throw_frisbee
edf21,27,IMG_08,PWA,subject,731.1,364.9,248.91856097928894,5942,524,s_boy_boy_broke_vase
edf21,28,IMG_05,PNA,object,1135.5,477.5,195.65196140085078,5432,166,o_box_man_pushed_box
edf21,29,IMG_04,PNA,object,827.1,483.9,114.85752043292592,6258,974,o_shrub_man_cut_shrub
edf21,30,IMG_02,PNA,object,1157.0,492.8,216.08056367938323,6282,156,o_window_girl_opened_window
edf21,31,IMG_13,ACT,subject,894.0,587.9,100.82479853686789,6024,150,s_dog_dog_dug_hole
edf21,32,IMG_18,ACT,subject,960.1,398.1,102.39711910009966,5716,150,s_boy_boy_cut_vegetables
edf21,33,IMG_15,ACT,subject,912.6,339.5,161.71332659988167,6108,420,s_girl_girl_baked_cake
edf21,34,IMG_06,PWA,subject,979.1,382.5,122.2867531664816,5558,210,s_woman_woman_folded_clothes
edf21,36,IMG_01,PWA,object,750.8,481.2,191.00337693349826,6294,214,o_lamp_girl_light_lamp
edf22,19,IMG_11,ACT,subject,1029.9,560.1,108.04244536292217,5289,1173,.
edf22,20,IMG_10,ACT,subject,901.4,405.4,101.3560555665028,6308,550,s_boy_boy_opened_door
edf22,21,IMG_09,ACT,subject,1062.8,336.2,203.08000886350186,6724,232,s_boy_boy_filled_bucket
edf22,22,IMG_16,PWA,object,1088.7,667.8,224.52193656745436,6302,546,o_dog_girl_fed_dog
edf22,23,IMG_14,PWA,object,1028.0,441.5,104.11935458885634,5678,170,o_scooter_driver_wash_scooter
edf22,24,IMG_07,PWA,object,951.7,362.9,136.22088679787694,5600,36,o_picture_artiste_drew_picture
edf22,25,IMG_03,PNA,subject,855.9,395.4,133.8390824834062,5742,142,s_girl_girl_plant_tree
edf22,26,IMG_12,PNA,subject,1042.3,388.5,149.68543683338066,6300,262,s_child_child_throw_frisbee
edf22,27,IMG_08,PNA,object,1128.6,475.2,189.0661524440585,5242,258,o_vase_boy_broke_vase
edf22,28,IMG_05,ACT,object,1073.0,441.1,144.01999861130395,6368,282,o_box_man_pushed_box
edf22,29,IMG_04,ACT,object,796.9,466.8,147.5886852031686,5828,1360,o_shrub_man_cut_shrub
edf22,30,IMG_02,ACT,object,1207.2,437.6,273.1220423180817,5928,862,o_window_girl_opened_window
edf22,31,IMG_13,PWA,subject,806.8,269.6,265.5116758261301,5744,116,.
edf22,32,IMG_18,PWA,object,889.1,740.9,247.69830439468092,6062,132,o_veg_boy_cut_vegetables
edf22,33,IMG_15,PWA,subject,938.7,383.7,115.02299770045988,6490,938,s_girl_girl_baked_cake
edf22,34,IMG_06,PNA,object,1000.1,684.3,194.7823657316031,5558,1664,o_clothes_woman_folded_clothes
edf22,35,IMG_17,PNA,subject,1030.4,447.4,103.07303236055499,5429,241,s_woman_woman_read_letter
edf22,36,IMG_01,PNA,subject,403.7,754.6,595.1269612444054,5548,26,.
edf23,19,IMG_11,PWA,object,728.5,617.4,243.4048890223859,6308,96,o_tabla_child_play_tabla
edf23,20,IMG_10,PWA,subject,836.7,472.1,107.63851541153839,5962,150,s_boy_boy_opened_door
edf23,21,IMG_09,PWA,subject,1014.1,369.9,148.09810937348257,9532,376,s_boy_boy_filled_bucket
edf23,22,IMG_16,PNA,subject,791.6,440.4,160.37222328071653,6210,150,s_girl_girl_fed_dog
edf23,23,IMG_14,PNA,subject,691.9,805.9,395.5030341223693,5984,176,.
edf23,24,IMG_07,PNA,object,1098.3,434.8,169.78368590650865,5954,128,o_picture_artiste_drew_picture
edf23,25,IMG_03,ACT,object,732.6,717.5,302.16551755618974,6024,148,o_tree_girl_plant_tree
edf23,26,IMG_12,ACT,subject,1118.6,339.8,238.30856048409163,6086,908,s_child_child_throw_frisbee
edf23,27,IMG_08,ACT,subject,736.7,439.1,212.81600033832038,5750,230,s_boy_boy_broke_vase
edf23,28,IMG_05,PWA,object,1119.7,551.0,186.19607944315052,5409,285,o_box_man_pushed_box
edf23,29,IMG_04,PWA,object,737.8,487.4,203.51395529545394,5588,208,o_shrub_man_cut_shrub
edf23,30,IMG_02,PWA,object,1164.0,477.3,224.0244629499198,6704,172,o_window_girl_opened_window
edf23,31,IMG_13,PNA,subject,858.6,617.1,144.25089254489905,5722,400,s_dog_dog_dug_hole
edf23,32,IMG_18,PNA,object,958.3,736.0,237.92977955691046,6060,184,o_veg_boy_cut_vegetables
edf23,33,IMG_15,PNA,subject,1089.5,266.7,275.45643938742836,6150,70,.
edf23,34,IMG_06,ACT,object,924.7,667.8,169.88378380528255,5454,182,o_clothes_woman_folded_clothes
edf23,35,IMG_17,ACT,subject,964.3,30.3,468.97915731938446,7748,146,.
edf23,36,IMG_01,ACT,subject,1019.6,152.9,354.6203603855819,5398,30,s_girl_girl_lit_lamp
edf24,19,IMG_11,PNA,object,816.8,532.2,128.63860229340187,5582,326,o_tabla_child_play_tabla
edf24,20,IMG_10,PNA,object,1034.3,457.7,101.9111868246072,7590,220,o_door_boy_opened_door
edf24,22,IMG_16,ACT,object,992.8,659.7,169.12788061109265,6612,828,o_dog_girl_fed_dog
edf24,23,IMG_14,ACT,object,1088.3,590.6,173.61710745200196,6454,166,o_scooter_driver_wash_scooter
edf24,24,IMG_07,ACT,object,1059.3,531.2,122.68308766900185,5947,235,o_picture_artiste_drew_picture
edf24,25,IMG_03,PWA,subject,806.3,444.5,145.1954889106408,6310,148,.
edf24,26,IMG_12,PWA,subject,1087.1,482.9,146.95186286672237,5974,404,s_child_child_throw_frisbee
edf24,27,IMG_08,PWA,subject,798.3,197.2,333.56489623460084,9324,950,.
edf24,28,IMG_05,PNA,object,1194.0,504.1,253.05762189667396,5724,94,o_box_man_pushed_box
edf24,29,IMG_04,PNA,object,894.9,387.9,120.00770808577258,6338,892,o_shrub_man_cut_shrub
edf24,30,IMG_02,PNA,subject,969.7,363.7,138.01699170754304,5888,164,.
edf24,31,IMG_13,ACT,subject,1028.0,562.1,107.65017417542809,6033,155,.
edf24,32,IMG_18,ACT,subject,952.7,622.2,124.05297255608193,6306,144,.
edf24,33,IMG_15,ACT,object,1014.2,606.4,130.22108124263139,9204,1614,o_cake_girl_baked_cake
edf24,34,IMG_06,PWA,subject,948.7,346.5,152.3946521371403,6300,28,s_woman_woman_folded_clothes
edf24,35,IMG_17,PWA,subject,1051.3,574.9,134.06166491581396,6512,1452,.
edf24,36,IMG_01,PWA,object,830.3,454.4,119.23497808948518,5638,188,o_lamp_girl_light_lamp
edf25,19,IMG_17,ACT,subject,833.4,667.7,200.34659967166905,5952,280,s_woman_woman_read_letter
edf25,20,IMG_09,ACT,subject,1034.0,551.0,106.69718834158658,5827,153,.
edf25,21,IMG_06,ACT,object,897.3,608.2,117.89800676856254,5918,142,o_clothes_woman_folded_clothes
edf25,22,IMG_10,PWA,subject,899.4,654.4,161.16156489684505,5777,367,s_boy_boy_opened_door
edf25,23,IMG_01,PWA,object,808.6,648.7,200.0743861667455,5429,195,o_lamp_girl_light_lamp
edf25,24,IMG_14,PWA,subject,740.9,295.8,284.9709107961723,6220,240,s_driver_driver_wash_scooter
edf25,25,IMG_05,PNA,subject,947.4,649.5,150.93574791943757,5447,229,s_man_man_pushed_box
edf25,26,IMG_03,PNA,subject,1269.9,512.4,329.1852062289557,5668,144,.
edf25,27,IMG_04,PNA,object,815.9,578.9,148.600302826071,5578,342,o_shrub_man_cut_shrub
edf25,28,IMG_13,ACT,subject,971.4,631.6,136.33257131001383,5672,132,s_dog_dog_dug_hole
edf25,29,IMG_12,ACT,subject,824.0,605.1,158.14537615750896,6146,194,.
